Bi Klaşnîkofan şerê hev kirin	Kurdish Kurmanji
Odunlar, balta sapları inip kalkmaya başladı	Turkish
عادەتەن درۆ ناکەم	Kurdish Sorani
Если бы Конференция по разоружению прилагала согласованные усилия, то она добилась бы большего прогресса	Russian
ئایا هەست بە توندی دەکەیت لە سنگتدا	Kurdish Sorani
Хліб і сіль для друга й брата, а для ката – грім	Ukrainian
Men lövträden hejdade elden och bakom dem arbetade människorna	Swedish
Eşeğin ölümü köpeğe düğündür	Turkish
Ничего, ничего, молчание!	Russian
تکایە داوا لەو مەکەن	Kurdish Sorani
أحب القلاع	Arabic
Like an infinitely subtle shame, it kept her always back	English
Il restait encore une torche, mais elle n’aurait pu se maintenir allumée	Frence
Ji ber vê yekê, malbat û heyîna xwe winda kirine	Kurdish Kurmanji
Me li ba nekir	Kurdish Kurmanji
Malbata herî biçûk e û jê re malbata tovik tê gotin	Kurdish Kurmanji
Hayır, o olamaz	Turkish
Piştî ku mêrik çû Sîmon got:	Kurdish Kurmanji
Paşê xwestiye ku xwe dîsa bicerîbîne	Kurdish Kurmanji
Qu’il ne rentre pas, il nous foutrait la maladie !	Frence
Ez çûbûm parkê	Kurdish Kurmanji
En defensa de la singularidad y valía del ibérico de bellota	Spanish
Легко розпочали, я вважаю, що легко і закінчимо	Ukrainian
Landningen var lite hård, men	Swedish
بەلەمەکە پڕ خەڵک بوو	Kurdish Sorani
Em li ber neketine	Kurdish Kurmanji
Правительство уделяет постоянное внимание этим категориям общества	Russian
El ser humano es en gran parte agua	Spanish
بریکاری وەزارەتی پەروەردەی حکوومەتی هەرێمی کوردستان دەڵێت:	Kurdish Sorani
ئێستا ئەوەی پێویستمانە پلانێکە	Kurdish Sorani
Надо помочь тому, от чего он беден	Russian
Hevjîna min dimire	Kurdish Kurmanji
دەنگی ژیانە، گیانە بە دڵدا دەکا عوبوور	Kurdish Sorani
Один глобальный кризис перерастает в другой	Russian
Для захисту квартири від пожежі внаслідок короткого замикання рекомендується установка сучасних автоматів подвійного захисту	Ukrainian
Ce dernier, grand et maigre, la face jaunie par des ambitions mortes, entra rudement	Frence
ولما كنت صبيا قضيت عدة سنوات في إندونيسيا واستمعت إلى الآذان ساعات الفجر والمغرب	Arabic
Hangi kısmı?	Turkish
"I am very glad to go there, sir,"" I answered"	English
Per Ola drev snart omkring på Tåkern och ropade på Jarro	Swedish
Niçin bana o kadar hain bakmıştı? Herhalde bir şeyler tahmin etmişti	Turkish
Qu’est-ce que c’est que ce maraud ?	Frence
Обе такие хорошенькие в своих красных шапочках	Russian
Did you bring your monkey?	English
Ji ber vê yekê amadekariyên wê cuda ne	Kurdish Kurmanji
Ты уверена?	Russian
Dispuesto a descansar en mi hamaca, me tumbe plácidamente	Spanish
hasta que se arregle el magnetismo, el electromagnetismo	Spanish
Si nous ne retournions pas ce soir au Nautilus ? dit Conseil	Frence
L’univers Châtiment monte à l’univers Joie	Frence
Kıçımı öp!	Turkish
Li van deran berê lêkolîn kiribû û hîn bûbû	Kurdish Kurmanji
ئیمەیلێکی هاوکاری تەکنەلۆژیا بنێرە ئەگەر پێویستت بە بیستۆکێکی ئاسوودەکەر هەبوو	Kurdish Sorani
Индия воздержалась при голосовании по данному проекту резолюции	Russian
cagando leches. tenemos un problema	Spanish
Ez bi dîtina wan gelekî kêfxweş bûm	Kurdish Kurmanji
الصديق الوفي كالطائر النادر	Arabic
Он испытывал чувство человека, выдернувшего долго болевший зуб	Russian
Ez ji erebeyê peya bûm û meşiyam	Kurdish Kurmanji
Din pappa står utanför	Swedish
ئەگەر نەیکەم ھەست دەکەم تەندروستیم باش نییە	Kurdish Sorani
بە تایبەت، پەنگۆلینی بێتا کۆڤس بەڕادەیەکی بەرز هۆکاری نەخۆسین لە پەنگۆلینەکان	Kurdish Sorani
أدفع الشر عنـي بالتحيـات	Arabic
Lägesbeskrivningen ska även omfatta förskolan och den kommunala vuxenutbildningen	Swedish
Jag ska vidare	Swedish
Для нас было большой честью принимать его в прошлом месяце в Израиле	Russian
Han hade aldrig lyckats glömma henne	Swedish
با هەندێک ڕەسمت پیشان بدەم	Kurdish Sorani
ئەم جۆرە ڕوانینە نەک تەنها ژیانی من بەڵکوو ژیانی هەمووان دەخاتە مەترسییەوە	Kurdish Sorani
بەسەختی دەخوێنێت تا بتوانێت لە تاقیکردنەوەکان دەربچێت	Kurdish Sorani
Devletin mahkemesi yok mu?	Turkish
A la ruta del Pinsapar asistieron vecinos y vecinas de Benamahoma y Zahara	Spanish
إني حممت ولم أشعر بحماكا	Arabic
ئەو ڕۆیشت چاوی بە ھاوڕێیەک بکەوێت	Kurdish Sorani
ئێمە خەڵکی شێخانین	Kurdish Sorani
It was possible that Mrs. S's maiden name had been Smith	English
Щоб не хапались умирать	Ukrainian
Хвастливость разбойника показалась мне забавна	Russian
Minuteness never fritters into pettiness	English
Jiyanek Dijwar	Kurdish Kurmanji
Ще станеться яка несподіванка	Ukrainian
Bir orospu için başımıza iş mi açacaksın?	Turkish
Elle a traversé les couloirs	Frence
Dadger berdewam dikin û dibêjin biryarê bidin	Kurdish Kurmanji
Nå, gumman blev allt svagare i skallen och halvblind till på köpet	Swedish
Det viktiga är att vi är tillsammans	Swedish
palomares tiene un ruido en el pecho	Spanish
Jojomensan!	Swedish
الشمسُ مشرقةٌ	Arabic
Поплив по Тибру вниз гарненько	Ukrainian
— Ну, ще раз!	Ukrainian
Elle à son gré vide et lance au peuple hébreu	Frence
Reconnaissance, c’est paralysie	Frence
А ты ночью по веревке из окна лазил, – не поворачивая головы, хладнокровно ляпнула Татьянка	Russian
بإمكانك استخدامها في أي وقت	Arabic
Bi zanebûn û temenê xwe yê mezin, me li derdora xwe kom dike	Kurdish Kurmanji
انا اسكن في بيت ذو طابقين	Arabic
Li kampê fîlma xewna penaberan hat nîşandan	Kurdish Kurmanji
"Sonra hızlı hızlı soluyarak: ""Sepeti getir bakayım!"	Turkish
Bir müddet sonra yol kısa bir yokuşa geldi	Turkish
Dokuz	Turkish
Derdê min ev e, dermanê min be	Kurdish Kurmanji
Det finns därmed skäl att förtydliga vem som ska få anställas som skolbibliotekarie	Swedish
Light will win over darkness	English
The copy which I have is about three hundred years old	English
Ji bo dilşadiyê, divê em zêde guh nedin mirovên din	Kurdish Kurmanji
أوخطب فرقتكم لدي قليلا	Arabic
She works in an industry that cares for the land	English
O benim erkek arkadaşım değil	Turkish
رجاء إعمل ما أقوله	Arabic
Gedeyên min dest bi dibistanê kirin	Kurdish Kurmanji
فەقیر شەمۆ پێشمان کەوت بۆ زیارەتی شێخ هادی	Kurdish Sorani
On qualifie ces œuvres d’orphelines	Frence
Her çi qasî hewl dida xwe bigihîne hevalên xwe lê nebû	Kurdish Kurmanji
canta fandangos	Spanish
Helst vill man ju bara gå i ide	Swedish
Hûn bizdiyane	Kurdish Kurmanji
Suelen culpabilizar al superviviente de la agresión	Spanish
Los ayuntamientos del Garraf no tienen moqueta	Spanish
el faro del sur	Spanish
Det är klart att jag når	Swedish
Deje de mirarse al ombligo	Spanish
Ні в тин, ні в ворота	Ukrainian
Ew nabişirin	Kurdish Kurmanji
Конi люто гризли зубами конов'язь, хоча насправдi вони й не гризли	Ukrainian
В другой цитате его назвали «воплощением послевоенной истории Италии»	Russian
Петренко, що їхав поруч мене, стримав коня	Ukrainian
وإذا النجوم انكدرت	Arabic
Bi saetan em li benda hatina hin saetên din radiwestin	Kurdish Kurmanji
Habrá visitado	Spanish
Men jag skall börja, så snart orgeln blir färdig	Swedish
Dert gider amma yeri boş kalmaz	Turkish
Birlikten kuvvet doğar	Turkish
إنك محق تماماً	Arabic
باسکی لێ هەڵماڵیوە	Kurdish Sorani
And you want to contest a provision of the will?	English
At binicisini tanır	Turkish
Bort, bort, rövare!	Swedish
Hey, baba!	Turkish
Ce petit con m’écœure	Frence
Oh ! fixe ton regard sur ses yeux adorés !	Frence
Por sorprendente que parezca	Spanish
Куба совершенно однозначно заявляла, что она отвергает навязывание такой практики	Russian
Никто не должен содержаться в рабстве или подневольном состоянии	Russian
Surtout fermez la grille, que personne ne sorte !	Frence
Malbatên qurbaniyan bi Rûdawê re axivîn	Kurdish Kurmanji
Де Битіас в крові купавсь	Ukrainian
ليلى فتاة جميلة	Arabic
Em arode dibin	Kurdish Kurmanji
Heta tu biser nekevî, çîroka te bala kesî nakişîne	Kurdish Kurmanji
Затим – сучасного й класичного мистецтва	Ukrainian
پێم وایە متمانەت بە من نییە	Kurdish Sorani
They could make the best arrangements of patterns without loss of time	English
Las reglas de dominación y de socialización que se dan en el mundo	Spanish
سەر پۆڵای قەرە تەمر	Kurdish Sorani
There were insurrections, duels, riots	English
Совет подчеркивает также важность устранения условий, способствующих распространению терроризма	Russian
no beberéis	Spanish
It suggests a lack of faith in my vision	English
Here it is, a perfect instrument!	English
Soupire ; au fond des bois le daim passe en rêvant ;	Frence
La visión de los derechos de autor que tiene	Spanish
Di lîstokê de em cudahiyê naxin di navbera hevalên xwe de	Kurdish Kurmanji
Det gavs inget bistånd för den person som var utsatt	Swedish
Tirez un lion, lui dit-il, comme vous tireriez un perdreau	Frence
كم من صديق لديك على الفيسبوك ؟	Arabic
Це теж повинно отримати відповідну оцінку	Ukrainian
Hêzên Parastina Gel nasnameya pênc gerîlayên jin eşkere kir	Kurdish Kurmanji
Tous les soirs ils faisaient leur sortie de ce monde	Frence
Rör inte vattnet	Swedish
All that about his grandfather?	English
أريد أن أقابلهم مرة أخرى	Arabic
И соответственно, как никогда возросли упования международного сообщества на активизацию Конференции	Russian
Stina, sade hon i dörren, det är herrn i familjen inunder	Swedish
أيها الزائر المقام الحسيني	Arabic
بێر و هاوێری لەگەڵ کاکی نەکردبا بن پشک	Kurdish Sorani
‘I’m not a serpent!’ said Alice indignantly	English
L'Europe en liberté ! -J'attends la république	Frence
Сомалійська бабуся зв’язала всіх бабусь і почала вимагати мільйон доларів	Ukrainian
Llueve en esta tarde de abril	Spanish
Нехай же зносять в добрий час	Ukrainian
Це перша ластівка	Ukrainian
que tampoco tengo la culpa. no me tienes que explicar nada	Spanish
حەزم لە کۆمپیوتەرەکەتە	Kurdish Sorani
Keith's mouth formed a large O in surprise	English
Sous les eaux, dans la profondeur des mers, où nul ne pouvait le suivre	Frence
Із пекла вивести на світ	Ukrainian
They looked about them and glanced at each other and laughed	English
The bar door slammed and they heard the key turn	English
اختفى سامي ثانيةً	Arabic
كيف كان امتحان اليوم ؟	Arabic
Це Україна воскресає	Ukrainian
Har du möjlighet att hjälpa mig med det?	Swedish
أمن خفوق البرق ترزِمينا	Arabic
I told her a little frigidly that I had divined as much	English
Men John lämnade andra frukter efter sig	Swedish
ئەم شارە لە کۆندا یەکێک لە ناوچە بازرگانییەکانی ئاشورییەکان بووە	Kurdish Sorani
Det har ju blivit så trendigt med trasiga jeans nu igen	Swedish
La ! es-tu bien ?	Frence
Python como un legunaje de programación	Spanish
وإذ فرقنا بكم البحر فأنجيناكم وأغرقنا آل فرعون وأنتم تنظرون	Arabic
Avez-vous jamais vu un pareil animal ?	Frence
Kadın olduğu gibi oraya çöküverdi	Turkish
Nej, det ville han inte, sedan han hade fått se den här	Swedish
و الدماء الزاكيات الطاهرات	Arabic
At the bridge there is a Custom House	English
Хоть він за нею і журився	Ukrainian
Olmaz, olmaz! Nikahsızken çocuk istemem! dedi	Turkish
they cannot walk that many miles	English
"I don't know what you mean"" she objected"	English
Він у них буває потайки	Ukrainian
Vous avez bon espoir ? …	Frence
Se le olvidó el paraguas y volvió calado hasta los huesos	Spanish
Идеальное место! Или лучше ещё поискать?	Russian
Sağda, solda yükselen kalın ve harap duvarlar onu insan gözlerinden saklayamayacaklardı	Turkish
tu predicas	Spanish
Славно, прекрасно!	Russian
Men hans söner bodde kvar och utövade samma terror som förut	Swedish
Інколи траплялися добрі, але безпомічні, поламані	Ukrainian
Açıklamak istiyorum	Turkish
Minnettarız	Turkish
A chacune, un chef d'atelier distribuait double paie	Frence
Och vi mödrar har valt småhem framför koncentration!	Swedish
شانشینی بەریتانیا کەی دامەرزاوە؟	Kurdish Sorani
På eftermiddagen hade det börjat klarna upp	Swedish
Illuminait ces bois funèbres	Frence
Det är till hantverkaren	Swedish
أكيد سأنتظر	Arabic
Сегодня я впервые услышал просьбу с места назвать страну, запросившую провести голосование	Russian
Me xwest	Kurdish Kurmanji
Li Rojavayê Kurdistanê amadekariyên çandina genim tê kirin	Kurdish Kurmanji
Encûmena Leşkerî ya Bilind a Tirkiyeyê dicive	Kurdish Kurmanji
This is an army and navy hotel	English
لەسەر کورسییەک لە پارکەکە دانیشتین	Kurdish Sorani
А для повоєнних поколінь все це — давнина, екзотика	Ukrainian
Варвара Петровна ждала, не сводя с него глаз	Russian
Là le désintéressement s’évanouit	Frence
Ew li ber xwe neketin	Kurdish Kurmanji
Christina satte hellre hjärtan än butiker i brand	Swedish
Если нет возражений, могу ли я считать, что Ассамблея согласна с таким предложением?	Russian
توم لا يعرف بأني موجود	Arabic
Його б можна відпустити	Ukrainian
Closing the Cloud Security Readiness Gap: Gaining Consistency Across Disparate Environments	English
Bundan mı bahsediyorsun?	Turkish
La débutante paraît destinée à l'emploi des reines	Frence
Тем не менее в эту самую минуту гражданское население Сирии подвергается беспощадным репрессиям	Russian
Куди мні бігти? — до могили!	Ukrainian
Ne yapıcaz?	Turkish
Har ni sett allt?	Swedish
Hé ! bien, monsieur, qu’y a-t-il ?	Frence
Det är den finaste hunden jag sett	Swedish
Lê lingê wî ji herêma wî nedibû	Kurdish Kurmanji
no ha vivido	Spanish
Sur les dunes trônent des bunkers aux murs épais	Frence
a menos de una milla. y vamos a catorce nudos y arriando trapo	Spanish
Cîzê bûkê bi bûkê re ye	Kurdish Kurmanji
Memlekette umumi matem ilan edilsin…	Turkish
Le scélérat montré sans voile à tous les, yeux	Frence
Jag spelar skurk och du kommer undan utan straff och rik	Swedish
Німці прагнули дотримуватися нейтралітету	Ukrainian
His eyes are narrow and full of incessant, protracted blinks	English
ما نال ما نال الأمير محمد	Arabic
Припадок ревности у Анны	Russian
لە گرووهی حەرەما کارەکەر و دایک و خوشک	Kurdish Sorani
Li Bakurê Kurdistanê û Tirkiyeyê îro ​sala nû ya xwendinê dest pê dike	Kurdish Kurmanji
Det övergripande syftet med bestämmelserna om styrelseledamöternas personliga betalningsansvar är att skydda bolagets borgenärer	Swedish
För vi har en bra idé	Swedish
He perdido un calcetín	Spanish
Seulement, il faut que j’aille chez le commandant, il m’attend	Frence
Dites-moi votre nom ?	Frence
Зміни вимагають зусиль	Ukrainian
"Eller ska jag säga ""din bror""?"	Swedish
أنا نباتية	Arabic
Alla i sällskapet är lyckligt gifta	Swedish
На п'ятий наш Чекіст почав їсти	Ukrainian
Ibland används benämningen länsbibliotek, till exempel Länsbibliotek Dalarna, ibland regionbibliotek, till exempel Regionbibliotek Halland	Swedish
بەشداریت لە یارییەکە کرد؟	Kurdish Sorani
Här har den procentuella ökningen under decenniet inte varit tillnärmelsevis lika stor	Swedish
Il faut que les gendarmes dorment pour qu’on rencontre les brigands ?	Frence
Артилерійські позиції були збудовані по останньому слову техніки	Ukrainian
اسمع المدح الذي لو قيل في	Arabic
أيضيع مثلي عند اسماعيلا	Arabic
Ji ber ku bavê wî ne li malê ye, ew tev digere	Kurdish Kurmanji
Hon är en skit!	Swedish
Han såg bevisen på hennes ytterliga fattigdom, hennes arbetsamhet och hennes goda huvud	Swedish
Досягнуто порозуміння з ватажками Черкаського повіту і Полтавщини	Ukrainian
Je vous le demande, est-ce le moment d’effrayer le baron ?	Frence
Китай приветствует достигнутую палестинскими фракциями договоренность о внутреннем примирении	Russian
ئەمە دەکڕم	Kurdish Sorani
Det blir femte gången gillt!	Swedish
А мені акурат зачало снитися, що злодії церкву обкрадають	Ukrainian
لم يعد توم يغنّي الآن	Arabic
А правда в том, что Израиль хочет мира	Russian
no estoy bien	Spanish
Notumu aldın mı?	Turkish
Третья проблема, которой я хотел бы коснуться — это изменение климата	Russian
Han låg där i dvala och hjärtat slog allt svagare	Swedish
Can kulağıyla dinliyorum	Turkish
بەنداوی دووکان یەکێکە لە بەنداوە گەورەکانی عێراق	Kurdish Sorani
Решта території контролювалися повстанцями і німцями	Ukrainian
Räven rullade krukan fram och tillbaka och lyssnade uppmärksamt	Swedish
Em dikarin di mala xwe de tiştan çêbikin	Kurdish Kurmanji
Klasiktir…	Turkish
Hava çok soğuk	Turkish
La mujer del César no solo debe ser honrada, sino además parecerlo	Spanish
Cehalet şeva aqil e lê şeveke bêhîv û bêstêrk	Kurdish Kurmanji
لا بدّ أنّ هناك طريقة أفضل لفعل هذا	Arabic
ومعتد بالذي تحوي أنامله	Arabic
Babam Havranlıydı	Turkish
Ой, Вы всегда были очень тактичны, Ольга Петровна	Russian
Jag vill be om förlåtelse	Swedish
Nosotros somos siervos de Dios del cielo y de la tierra	Spanish
Någon fristående omvärdering får alltså inte ske	Swedish
Je me suis informé	Frence
لديّ ابنة وحيدة	Arabic
إن الملائك والأنام جميعهم	Arabic
Зібрався громадський суд	Ukrainian
However, you can’t use any of your special senses, such as darkvision	English
sólo es una idea que circula por la red	Spanish
Пучками черных орлиных перьев подбитые падают городовые	Russian
У нас получится хорошо	Russian
А по дорозі не одну тисячу повстанців зустрінемо	Ukrainian
Well, I am glad to hear that — very	English
Saldremos de Barcelona por la C treinta y dos	Spanish
Nunca tantos debieron tanto a tan pocos	Spanish
Six acteurs un jour de gros casting…	Frence
Den grannaste hästen på kyrkbacken, det ska bli du, det, än en gång	Swedish
Les instruments sont pleins de la voix chi mystère	Frence
Bunu bana yapma!	Turkish
Caddeye çıkınca bu kadın kalabalığı içinde şaşırdım	Turkish
Рум’я́нець – рожевий колір щік, обличчя;Зашарілися?	Ukrainian
On ne lui avait jamais connu de « bonne amie » dans le pays	Frence
Husen är antingen av lera eller av strå	Swedish
Bunu tek başıma yapamam	Turkish
la cara de su mujer muerta. ¿ seguro?	Spanish
دواتر ئیبراھیم پاشای بابان فەرمانڕەوایی ئیمارەتەکەی گرتە ئەستۆ و دەستیکرد بە دروستکردنی شاری سلێمانی	Kurdish Sorani
Cami ne kadar büyük olursa olsun, imam bildiğini okur!	Turkish
В огородах насєяв свокли, репи, редьки, морхви, пастернаку і іншого хвасту і дерева	Ukrainian
Och orglar skulle han aldrig göra mer, överhuvudtaget inga musikinstrument	Swedish
Президенты и правительства проводят встречи для того, чтобы решать внутренние проблемы	Russian
باشه ئایا دەتوانی کەمێک زیاتر باسی ئازاری سنگتم بۆ بکەی؟	Kurdish Sorani
Asansör!	Turkish
It felt as if his arguments were going to be repeated ad infinitum	English
"Kadın, yüzü tekrar kıpkırmızı olarak: ""Ne demekmiş o?"	Turkish
Shorter mortgage terms cost more monthly but charge less interest	English
pues a Valeria vas a tener que buscarla mejor	Spanish
pero a ver, que yo me entere bien	Spanish
Fakat gazinocu pek dolma yutar soyundan değildi	Turkish
Так прошло минут двадцать	Russian
Who is going to take the initiative here?	English
May I go now, sir?	English
La tercera planta es de infecciosos	Spanish
نشيط كالنمل	Arabic
pero es que es eso lo que te pido	Spanish
Herkes uykuda iken musluğa gidip gürültü yapmak istemiyordu	Turkish
Masaj ister misin?	Turkish
The Sicilians say that a tree seldom remains deaf to such a menace	English
لِأَنَّ الْأَخْبَارَ قَبْلَ الِاخْتِبَارِ جَهْلٌ	Arabic
‘No!’ she shrieked	English
Ni är elitpraktikanter	Swedish
دەشێت ئەوە وەک ناسنامەیەک لێی بڕوانرێت	Kurdish Sorani
reía el horizonte bajo un hermoso sol	Spanish
Personen var enligt tingsrätten ansvarig för att bokföringsskyldigheten fullgjordes	Swedish
Om ni ändrar er, vet ni var jag finns	Swedish
Tu ne comptes pas, sans doute, remettre ces pourritures ?	Frence
Ev ne posteke li ser danasîna sûcdarkirinê ye	Kurdish Kurmanji
según nos cuentan las películas	Spanish
أَيْنَ الْجَرِيدَةُ ؟	Arabic
Ce Dieu qui serait malfaisant !	Frence
Elinden geleni yap	Turkish
Au centre de ses flatteurs, il descendait, majestueux, affable, adroit dans ses courbettes	Frence
كان باستطاعة أحمد تسلُّق الأشجار العالية عندما كان طفلاً	Arabic
Вживання прийменників з відмінковими формами інших слів	Ukrainian
Волонтери навіть організовували декілька масштабних виставок військових товарів	Ukrainian
Ji bo em teduristiya xwe biparêzin	Kurdish Kurmanji
Les hommes ne s’érodent pas, ou trop vite	Frence
Advienne que pourra	Frence
العلم قوة	Arabic
I told him to get out	English
Капитан полиции прямым текстом сказал, что им неизвестно, как выглядит Майкл Коллинс, самый разыскиваемый	Russian
Над Тясмином поблизу будинків співають дівчата	Ukrainian
Why didn't you stop it?	English
Ez dibihîzim	Kurdish Kurmanji
قَالَ وَلِمَ وَفِي دَارِك نَشَأَتْ ؟ قَالَ إنَّهَا تَتَشَرَّفُ	Arabic
C’est vraiment un beau pays !	Frence
Планувалося також заснувати медаль п'яти ступенів для поранених	Ukrainian
Kî bûk e ew berbû ye	Kurdish Kurmanji
Quelle est la foi, le dogme et la philosophie	Frence
Ett privat företag tillverkar redan idag dörrar med den nya metoden	Swedish
Одно	Ukrainian
es que algo falla	Spanish
Милый голосок Марьи Ивановны раздался из-за дверей	Russian
Vexé d'être reçu dans ce désordre, le jeune homme la salua vite	Frence
Hastaneye gidiyorum	Turkish
How did the brainstorm burst?	English
Його підтримали ще кілька промовців	Ukrainian
Стріляють рідко, щоб кожен набій даремно не пішов	Ukrainian
Потім трапилася найважливіша річ - грошові одиниці отримали власні імена, бренди	Ukrainian
Kemp hurried upstairs and rapped eagerly	English
Kevok bi çi awayî firiyan?	Kurdish Kurmanji
Diwaro ji te re dibêjim, bûkê ji te ve davêjim	Kurdish Kurmanji
Kurd bi serketîbin an neketibin jî serhildanên her kurd pîroz in	Kurdish Kurmanji
Min fêm nekir	Kurdish Kurmanji
pero quiere a Julia	Spanish
Vad den där bär sig besynnerligt åt!	Swedish
Detta är möjligt under förutsättning att samtycket är särskilt och otvetydigt	Swedish
Андреев говорит, что есть слёзы, от которых только «краснеет лицо и намокает платочек»	Russian
Місцевість знайома, лісиста; в один ліс пірнув — в іншому виринув	Ukrainian
كان الفلم مثيراً للإهتمام كما توقعت	Arabic
Det hoppas jag inte	Swedish
L’histoire est parfois un assez bon reflet de la condition humaine	Frence
سامی پەیوەندییەکەی پچڕاندووە لەگەڵ لەیلا	Kurdish Sorani
Скринька до різання січки!	Ukrainian
This fire has been handed down to the followers of Zoroaster	English
لە نوێترین پلانیاندا	Kurdish Sorani
Un jour les ans viendront, lourds costumiers ;	Frence
انظر إليّ من فضلك	Arabic
Binihêre, ez hinekî mijûl im	Kurdish Kurmanji
que permanecían ajenos a esta guerra	Spanish
Innan vi närmare går in på våra synpunkter är ett par påpekanden på plats	Swedish
también por supuesto, siempre lo han conseguido	Spanish
Hiç sesimi çıkarmadan daha bir yarım saat gittik	Turkish
Artık değil	Turkish
There is nothing that we can do	English
Hozanê mezin jî bi stranên xwe beşdar bû	Kurdish Kurmanji
Да я уже всё знаю, но только в знаниях своих не уверен	Russian
كان النصف الأخير من الدراما مملاً قليلاً	Arabic
C’est pour ça qu’il y aurait réchappé	Frence
با بیر لە باشترین ڕێ بکەینەوە بۆ تەواوکردنی ئەمە	Kurdish Sorani
Ця заява багато обговорювалася в провінційній і загальноканадській пресі	Ukrainian
Мы не согласны, что это не реалистично, но мы считаемся с позицией некоторых стран	Russian
Quand Bonaparte était le maître de la terre	Frence
Так пройшов рік, якби в батіг тріснув	Ukrainian
Та дивіться тоді, щоб свої не підстрелили	Ukrainian
تاقێکیش وێنەی تاقی برۆی ئەو	Kurdish Sorani
palomares, ¿ te fijaste bien en Estela?	Spanish
І сова свої діти хвалить	Ukrainian
ئەوە شتێک نییە کە بمەوێت باسی بکەم	Kurdish Sorani
دەستی ئەشۆری و «بسم اللّه»ی ئەکرد	Kurdish Sorani
Но нам также необходимо оглядываться на прошлое и извлекать из него уроки	Russian
Hay û bala min ji her derê heye	Kurdish Kurmanji
They ask the king to give rain when it is required	English
Pour le peuple ou contre le peuple, c’est la question	Frence
دەستەکانت بشۆ پێش ئەوەی دەست لە خواردنەکە بدەیت	Kurdish Sorani
Ez naxwazim li ser muzîkê biaxivim	Kurdish Kurmanji
Sempatisini saklamayacak kadar serbest ve açıktı	Turkish
Den gamla förargåsen rusade utför kullen ner mot pojken	Swedish
Of what use to pull stuff like that?	English
To tread on a man's shadow is a serious offense	English
For two or three months I induced her to share my room	English
ئەو پیاوە خاڵمە، هۆو دوو کەسە کوشتیان و ڕایانکرد	Kurdish Sorani
Kraftiga räntor hotade köpet av vår lägenhet	Swedish
طابت ليلتك يا تيمي	Arabic
Dixwar, vedixwar, radiza, radibû, lê nedijiya	Kurdish Kurmanji
Los grandes exaltados defensores de la cultura, las tiendas	Spanish
Mais il y eut une rencontre	Frence
¡Cuéntame uno de esos cuentos tan tristes!	Spanish
J’ai les mains gourdes	Frence
Одночасно звідтіля долинула приглушена віддаллю густа стрілянина	Ukrainian
Вихованець футбольної школи однойменного клубу	Ukrainian
There may be one whose skill extends to all these branches	English
Hastanın yüzüne baktım	Turkish
Güvenlik ihlali	Turkish
Köyü baştan başa dolaştım	Turkish
بە قەرتاڵەیەک لە بەرهەمی باخی مامۆستا شێخ محەممەدی خاڵ هاتمەوە	Kurdish Sorani
Не называй ее, пожалуйста, громко	Russian
لدى الإنفصاليين خطاب عنصري	Arabic
Несподівано чекіст, який їхав попереду, вихопив револьвер і кинувся конем до неї	Ukrainian
لە دوورەوە بانگی کرد:	Kurdish Sorani
De l’ombre à jamais pleins de pâles réprouvés !	Frence
Her dem ji min re dibêjin tu yê di hunerê de, bi pêş bikevî	Kurdish Kurmanji
Det gick inte an att ställa till med så mycket ståt för en tiggarpojke	Swedish
عَنْ نَافِعٍ عَنْ ابْنِ عُمَرَ رَضِيَ اللَّهُ عَنْهُمَا قَالَ	Arabic
I want to learn Zoology	English
Личинки та молодь ведуть придонний спосіб життя	Ukrainian
Bu işi çözeceğim	Turkish
ئاگادار دەکرێیتەوە	Kurdish Sorani
По странной прихоти истории угроза глобальной ядерной войны снизилась, однако риск ядерного нападения повысился	Russian
Eh ! bien, le fait, le voici	Frence
No importa cuánto hayamos jugado con él	Spanish
Det är så trist att packa upp	Swedish
Ji ber vê yekê, giring e ku mirov aliyan li ser nexşeyê binase	Kurdish Kurmanji
نادمت بدر السماء في فلكه	Arabic
Det blir nog välkommet för några andra drönare och matvrak	Swedish
اِفْتَرَسَ الذِّئْبُ كَبْشًا	Arabic
Je ne sais comment vous ferez, mais vous me rendrez bien, bien heureuse	Frence
He used to tell his mother all these things	English
الَّذينَ هُم يُراءونَ	Arabic
Haydi, lütfen	Turkish
«Держава» не зустріне іммігранта в аеропорту, не зніме йому квартиру, не знайде роботу	Ukrainian
Не пий невчасно	Ukrainian
Kesên nêzî dêr û mizgeftan in bi piranî dûrî Xwedê ne	Kurdish Kurmanji
O zaman iki Mehmetler, aralarında yüz elli adım mesafe olduğu halde, birbirlerine şöyle bakıştılar	Turkish
غَيْرَ أَنَّ الْعُلَمَاءَ أَطْرَحُوا صَرْفَ الْهِمَّةِ إلَى تَحْسِينِ الْخَطِّ	Arabic
Polisler!	Turkish
Jag har inte förgäves tio års äktenskapliga erfarenheter	Swedish
En es-tu bien sûr ?	Frence
bien, Ulises, bien	Spanish
Ew kesê ku dikare bibêje na şoreşger e	Kurdish Kurmanji
Необходимо организовать работу пользовательских приложений в новой кластерной среде	Russian
La censure royale interdit le drame	Frence
"Hayır!"" diye cevap verdi"	Turkish
Hûn bişirîne	Kurdish Kurmanji
عذرا أو نذرا	Arabic
Li Wanê qedexeya çalakiyan heta bîst û nehê Nîsanê hat dirêjkirin	Kurdish Kurmanji
Boş ver	Turkish
